name,description,website
CGTime,"CGtime, a software developer that helps large companies extend their brands online.",
Sunflower Therapeutics,Sunflower Therapeutics is a biotechnology company delivering next-generation protein manufacturing solutions designed for anyone to use anywhere.,sunflowertx.com
Mulberry,"Mulberry ensures your customers have peace of mind, knowing their purchases are actually protected from accidental damages and losses at no cost to you.",getmulberry.com
Melzi Corporation,Gone are retained foreign metals left in patients after surgery. Melzi provides a fast surgical solution to find lost surgical items and manage miscounts.,melzisurgical.com
Calico,"Calico’s vetted network of global factories, expert production managers and streamlined production platform help emerging fashion brands operate like industry giants.",joincalico.com
Axiom Space,"Creating a thriving home in space that benefits every human, everywhere.",axiomspace.com
Level,"Provider of funding services intended to empower people to build micro businesses. The company offers access to financial services to side hustlers, gig workers, freelancers, and independent contractors, enabling the self-employed workforce to reach their financial goals through goal savings and access to credit using a modern approach to financial wellness.",levelgoals.com
Dimension Inx,"Dimension Inx is a clinical-stage advanced therapies company. We develop 
therapeutic products that restore organ function and offer curative 
solutions to patients. The surrounding environment plays a key role in 
directing cell behavior. Our unique approach to biomaterial design focuses 
on the entire cell environment to provide the 3D blueprint that directs 
cells to behave as intended.",dimensioninx.com
"Vividon, Inc","Vividon, formerly known as Exotec, develops scalable, turnkey content distribution servers which enable the delivery of multimedia content and services. Its Delivery Server (CDS) is used by broadband ISPs and network service providers in optimizing the delivery of streaming video and audio.",
Backpack,"Backpack offers a robust, user-friendly platform for seamlessly trading, managing, and securing your cryptocurrency assets.",backpack.exchange
Ezra AI,Ezra provides full-body MRI screening for potential early cancer and abnormalities in up to 13 organs. Book a scan today.,ezra.com
adonis,"Transform healthcare billing with Adonis' AI revenue cycle management software for enhanced outcomes and instant revenue insights.",adonis.io
PayVMS,"PayVMS is a software development and technology firm that focuses on the financial services and e-commerce industries.

It has provided software development and integration solutions to major companies such as Visa, MasterCard, FIS Global, ACI, Mifos X, 3CInteractive, Transfer-To, Uniteller, TIGO, Stripe, Authorize.Net, Control Case, Asterisk, Cisco, A2Billing, Twillio, and others.",payvms.com
Assurified,"Revolutionizing Risk Management for Rental Housing.  Explore Assurified’s AI-powered solutions for rental housing. Our platform offers comprehensive risk management, NOI optimization, and proactive insurance solutions tailored to your portfolio.",assurified.com
